D Goodridge,6000978
D Griffin,6000979
D H Colless,6000980
D Haine,6000981
D J Bickel,5001807
D J Bickel & G A Holloway,6000983
D J Bickel & G Cassis,6000984
D J Bickel & J Cassis,6000985
D J Bickel & R de Keyzer,6000986
D Jones,6000988
D K McAlpine & B J Day,6000991
D K McAlpine & G A Holloway,6000992
D K McAlpine & G Holloway,6000993
D K McAlpine & Holloway,6000995
D K McAlpine & M A Schneider,6000996
D K McAlpine & R Lossin,6000997
"D K McAlpine, B Day & R de Keyser",6000998
"D K McAlpine, B J Day",6000999
"D K McAlpine, G A Holloway & D P Sands",6001000
"D K McAlpine, S McEvey & M Moulds",6001001
D Marshall,2002084
D McMichael,6001004
D Purchase,6001005
D Read,6001006
D. & A. Brymora,6001007
D. & A. Daniels,6001008
D. A. Doolan,6000971
D. A. Duckhouse,1004599
D. A. Porter,6001107
D. and G. Monk,6001105
D. Austin,6000309
D. Bancroft,6001010
D. Best,1015093
D. Bichel,6001011
D. Bickel,1003335
D. Bickel & B.J. Day,6001013
D. Bickel & G. Cassis,6001015
D. Bickel & G. Casssis,6001016
D. Bickel & G.Cassis,6001017
D. Bickel & J. Cassis,6001018
D. Bickel & R. de Keyzer,6001019
"D. Bickel, and G. & T. Williams",6001020
D. Black,1024689
D. Booth,6001021
D. Bray,1020092
D. Britton,10001442
D. Britton & B. Day,6001024
D. Brown,1012027
D. Burbery,6001026
D. Burke,6001027
D. C. Swan,6001118
D. Cassat,1019032
D. Castleman,6000311
D. Charley,10001453
D. Clark [?],6001028
D. Clyne,6001029
D. Cook,1016603
D. Couriel,6001346
D. Cowie,6001030
D. Cronin,6001031
D. Cross,1022920
D. Cyanston,6001032
D. D. Francois,1003234
D. Dixon,1022861
D. Doolan,6001033
D. F. Duquet,6001123
D. F. McMichael,6001124
D. F. Waterhouse,6000977
D. Fanning,2001829
D. Finlay,6001034
D. Fisher,6001128
D. Forero,1018398
D. Fraser,1008070
D. G. Knowles,6001129
D. G. Stead,1011654
D. Gardner,4004313
D. Goudie,1022026
D. H. Colless,1004016
D. Hall,6001035
D. Harris,6001037
D. Havenstein,6001038
D. Herbison-Evans,1018236
D. Higgins,6001039
D. Hilton,1018037
D. Hiscox,6001040
D. Holmes,6001041
D. Horton,1009239
D. Hyatt & G.A. Holloway,6001042
D. J. Bickel,6001043
D. J. Britton,1018637
D. J. Cook,1019393
D. J. Harris,1019715
D. J. Lee,6000987
D. J. Scambler,6001141
"D. Jenkins, B.J. Day & D.K. McAlpine",6001045
D. Jones,6001046
D. Jurd,6001047
D. K. Brooke,1008138
D. K. McAlpine,6001167
D. K. McAlpine & A. Hughes,6001049
D. K. McAlpine & B. J. Day,6001050
D. K. McAlpine & B.J. Day,6001051
D. K. McAlpine & K. C. Khoe,6001052
D. K. McAlpine & K. C. Khoo,6001053
D. K. McAlpine & K. C. Khoo.,6001054
D. K. McAlpine & R. Meier,6001055
D. K. McAlpine and A. Hughes,6001056
D. K. McAlpine and B. J. Day,6001057
D. K. McApline,6001338
D. Kent,1022289
D. Kitchin,6001058
D. Knowles,1013150
D. L. Hancock,1011952
D. Lester,6001060
D. Levitt,6001061
D. Little,6001062
D. Love,6001063
D. Lowry,6001064
D. Lynch,5001601
D. Mackay,1011988
D. Mackey,6001066
D. Maclean,1012578
D. Marshall,1008067
D. Martin,6001002
D. Martyn,6001067
D. Mawer,1018181
D. McAlpine & A. Hughes,6001069
D. McAlpine & G. Holloway,6001070
D. McAlpine & M. Schneider,6001071
D. McAlpine and R. Lossin,6001073
"D. McAlpine, B. Day & R. de Keyzer",6001074
"D. McAlpine, G. Holloway & D.P. Sands",6001075
D. McBurney,6001076
D. McConnell,6001077
D. McDonald,6001078
D. McMichael,6001080
D. McMichael & T. Yaldwyn,6001081
D. Milledge,6001082
D. Miller,6001083
D. Morgan,6001084
D. Noyes,6001085
D. P. Carne,6001312
D. P. Sands,6001310
D. Perkins,6001086
D. Plesner,6001313
D. Plumb,1020750
D. Pomroy,1023755
D. Putts,6001087
D. S. Chandler,1004409
D. S. Horning Jr,1024500
D. S. Kent,6001318
D. Sands,6001088
"D. Sands, D.K. McAlpine & G.A. Holloway",6001089
"D. Sands, G.A. Holloway & D.K. McAlpine",6001090
D. Saunders,6001091
D. Selby,6000312
D. Shelley,5001766
D. Spence,6001096
D. Theischinger,6001097
D. Urquhart,1019954
D. W. Smith,6001323
D. Wearne,6001098
D. Whale,6001099
D. White,6001100
D. Wilson,1006947
D. Wollaston,6001103
D. Yeates,6001104
D.A. Doolan,6000971
D.A. Duckhouse,1004599
D.A. Porter,6001107
D.A. Walsh & G.A. Holloway,6001108
D.A.S.F.,1018300
D.B. Fry,6001110
D.B. Kent,6001111
D.Bickel,6001112
D.Bickel & G.Cassis,6001113
D.C. Swan,6001118
D.C.F. Rentz,6000974
D.C.F. Rentz & K. McCarron,6001117
D.D. Doolan,6001119
D.D. Francois,1003234
D.E. Macintyre,6001121
D.F. Crosby,6001122
D.F. Duquet,6001123
D.F. McMichael,6001124
"D.F. McMichael, A. Keast & A. Newsome",6001125
D.F. Sands,6001126
D.F. Waterhouse,6000977
D.G. Knowles,6001129
D.G. Stead,1011654
D.G.H. Giltrap,6001130
D.H. Collen,6001133
D.H. Colless,1004016
D.H. Colless & Z. Liepa,6001135
D.H. McAlpine & G.A. Holloway,6001136
D.I. Smith,6001137
D.J. Bickel,1002727
D.J. Britton,1018637
D.J. Cook,1019393
D.J. Harris,1019715
D.J. Lee,6000987
D.J. Scamber,6001140
D.J. Scambler,6001141
D.J. Scambler & J.A. Macdonald,6001142
D.J. Scambler & J.A. Mcdonald,6001143
D.J. Scrambler,6001144
D.J. Smith,1007735
D.K. Brooke,1008138
D.K. Mc Alpine,6001151
D.K. McAlpine,6001068
D.K. McAlpine &  M.A. Schneider,6001154
D.K. McAlpine & A. Hughes,6001155
D.K. McAlpine & B Day,6001156
D.K. McAlpine & B. Day,6001157
D.K. McAlpine & B.Day,6001158
D.K. McAlpine & B.J. Day,6001159
D.K. McAlpine & B.J.Day,6001161
D.K. McAlpine & D.J. Bickel,6001162
D.K. McAlpine & D.J. Day,6001163
D.K. McAlpine & G.A. Holloway,6001168
D.K. McAlpine & G.R. Brown,6001169
D.K. McAlpine & H. Hughes,6001170
D.K. McAlpine & J. Martin,6001171
D.K. McAlpine & J.C. Martin,6001172
D.K. McAlpine & K. Richards,6001173
D.K. McAlpine & K.C. Khoo,6001174
D.K. McAlpine & K.C.Khoo,6001175
D.K. McAlpine & Lossin,6001176
D.K. McAlpine & M Dingley,6001178
D.K. McAlpine & M. Dingley,6001179
D.K. McAlpine & M. Schneider,6001180
D.K. McAlpine & M.A. Scheider,6001181
D.K. McAlpine & M.A. Schneider,6001182
D.K. McAlpine & M.A. Scneider,6001183
D.K. McAlpine & M.S. Schneider,6001184
D.K. McAlpine & P.M. McDonald,6001185
D.K. McAlpine & R. de Keyzer,6001188
D.K. McAlpine & R. de Keyzer.,6001189
D.K. McAlpine & R. Lossen,6001186
D.K. McAlpine & R. Lossin,6001187
D.K. McAlpine & R.Lossin,6001190
D.K. McAlpine & S.P. Kim,6001191
"D.K. McAlpine , B.J. Day & B. Duckworth",6001192
"D.K. McAlpine , B.J. Day & D. Jenkins",6001193
"D.K. McAlpine , D.P. Sands & G.A. Holloway",6001194
D.K. McAlpine and A. Hughes,6001197
D.K. McAlpine and M.A. Schneider,6001198
D.K. McAlpine B. Day and R. de Keyser,6001195
D.K. McAlpine D.P. Sands & G.A. Holloway,6001196
D.K. McAlpine et al,6001199
D.K. McAlpine etc,6001200
D.K. McAlpine etc.,6001201
"D.K. McAlpine, A. & G. Daniels",6001202
"D.K. McAlpine, B. & M. Moulds",6001203
"D.K. McAlpine, B. Day & D. Kent",6001205
"D.K. McAlpine, B. Day & J. Martin",6001206
"D.K. McAlpine, B. Day & R de Kayzer",6001207
"D.K. McAlpine, B. Day & R. de Kayzer",6001208
"D.K. McAlpine, B. Day & R. de Keyzer",6001209
"D.K. McAlpine, B. Day, R. de Keyzer",6001210
"D.K. McAlpine, B. Duckworth & B.J. Day",6001211
"D.K. McAlpine, B.Day & J. Martin",6001212
"D.K. McAlpine, B.J. Day",6001213
"D.K. McAlpine, B.J. Day & B. Duckworth",6001214
"D.K. McAlpine, B.J. Day & D Jenkins",6001215
"D.K. McAlpine, B.J. Day & D. Bickel",6001216
"D.K. McAlpine, B.J. Day & D. Jenkins",6001217
"D.K. McAlpine, B.J. Day & D. Kent",6001218
"D.K. McAlpine, B.J. Day & D.J. Bickel",6001219
"D.K. McAlpine, B.J. Day & D.S. Kent",6001221
"D.K. McAlpine, B.J. Day & J. Ismay",6001222
"D.K. McAlpine, B.J. Day & J. Martin",6001223
"D.K. McAlpine, B.J. Day & J. Nartin",6001224
"D.K. McAlpine, B.J. Day & K.C. Khoo",6001225
"D.K. McAlpine, B.J. Day & M.A. Schneider",6001226
"D.K. McAlpine, B.J. Day & R. Blanche",6001227
"D.K. McAlpine, B.J. Day & R. de Kayzer",6001228
"D.K. McAlpine, B.J. Day & R. de Keyzer",6001229
"D.K. McAlpine, D. Bickel & B.J. Day",6001230
"D.K. McAlpine, D. Jenkins & B.J. Day",6001231
"D.K. McAlpine, D. Kent & B.J. Day",6001232
"D.K. McAlpine, D.J. Bickel & B.J. Day",6001233
"D.K. McAlpine, D.S. Kent & B. Day",6001234
"D.K. McAlpine, D.S. Kent & B.Day",6001235
"D.K. McAlpine, D.S. Kent & B.J. Day",6001236
"D.K. McAlpine, G. Daniels & G.A. Holloway",6001237
"D.K. McAlpine, G. Holloway & D. Sands",6001238
"D.K. McAlpine, G.A. Holloway",6001240
"D.K. McAlpine, G.A. Holloway & D.P Sands",6001241
"D.K. McAlpine, G.A. Holloway & D.P. Sands",6001242
"D.K. McAlpine, G.A. Holloway & G. Daniels",6001243
"D.K. McAlpine, G.A. Holloway & M. Schneider",6001244
"D.K. McAlpine, G.A. Holloway & M.A. Shneider",6001245
"D.K. McAlpine, G.A. Holloway, D.P. Sands",6001246
"D.K. McAlpine, G.A. Holloway, G. Daniels",6001247
"D.K. McAlpine, J. Ismay & B.J. Day",6001249
"D.K. McAlpine, J. Walsh & G. Holloway",6001250
"D.K. McAlpine, J. Walsh & G.A. Holloway",6001251
"D.K. McAlpine, J. Walsh, G. Holloway",6001252
"D.K. McAlpine, K Khoo & R de Keyzer",6001253
"D.K. McAlpine, K.C. Khoo & B.J. Day",6001254
"D.K. McAlpine, K.C. Khoo & R. de Keyzer",6001255
"D.K. McAlpine, M. Moulds & S. McEvey",6001257
"D.K. McAlpine, M.A. Schneider & B.J. Day",6001258
"D.K. McAlpine, M.A. Shneider & B.J. Day",6001259
"D.K. McAlpine, M.S. Moulds & S. McEvey",6001260
"D.K. McAlpine, Moulds & McEvey",6001261
"D.K. McAlpine, R de Keyzer & B.J. Day",6001262
"D.K. McAlpine, R. Balnche & B.J. Day",6001263
"D.K. McAlpine, R. Blanche & B.J. Day",6001264
"D.K. McAlpine, R. de Keyzer & B. Day",6001265
"D.K. McAlpine, R. de Keyzer & K.C. Khoo",6001266
D.K. McApline,6001338
D.K. Yeates,6001271
D.K.McAlpine & A Hughes,6001277
D.K.McAlpine & A. Hughes,6001278
D.K.McAlpine & B. Day,6001279
D.K.McAlpine & B.J. Day,6001280
D.K.McAlpine & B.J.Day,6001281
D.K.McAlpine & G Holloway,6001282
D.K.McAlpine & H Hughes,6001285
D.K.McAlpine & K.C. Khoo,6001286
D.K.McAlpine & K.C.Khoo,6001287
D.K.McAlpine & M.A. Schneider,6001288
D.K.McAlpine & R de Keyzer,6001290
D.K.McAlpine & R Lossin,6001289
D.K.McAlpine & R. Lossin,6001291
D.K.McAlpine & R.de Keyzer,6001293
D.K.McAlpine & R.Lossin,6001292
D.K.McAlpine and B.J.Day,6001294
"D.K.McAlpine, B. Day & R de Keyzer",6001295
"D.K.McAlpine, B.J.Day & D. Bickel",6001297
"D.K.McAlpine, R. Blanche, B. Day",6001301
D.K.McAlpine; B.Day & R de Keyzer,6001302
D.L. Hancock,1011952
D.L. Houston,6001303
D.M. Gonnell,6001304
D.M.E. Anderson,6001306
D.McK. Dowling,6001307
D.N. Wilson,6001308
D.P. Carne,6001309
D.P. Sands,1004142
"D.P. Sands, D.K. McAlpine & G.A. Holloway",6001311
D.R. Aldridge,6001314
D.R. Britton,4006493
D.S. & D. Horning,6001316
D.S. Chandler,1004409
D.S. Horning,1024500
D.S. Kant,6001317
D.S. Kent,6001318
D.S. Kent & B.J. Day,6001319
"D.S. Kent, D.K. McAlpine & B.J. Day",6001320
D.W. Inouye,1022094
D.W. Smith,6001323
DA Doolan,6001324
Damel,6001345
Dan Cross,1022920
Daniel Couriel,6001346
Daniel Mawer,1021733
David Bray,1020092
David Goudie,1022026
David Higgins,6001348
David K. Yeates,6001271
David Morgan,6001084
David Plesner,6001313
David R. Britton,6001315
David W. Inouye,1022094
de Beer,1019492
Dean,6001350
Dean Jarvis,6001351
Deane,6001352
Deane & G. Mocatta,6001353
Deane & Mocatta,6001354
Dell Chadwick,6001356
Department of Agriculture - Mauritius,1019970
Deuqnet,1011455
Deuquat,6001359
Deuquet,6001360
DF McMichael,6001325
Diana Fisher,6001361
Dingley,6001362
Disney,6001363
Dixon,6001364
Dixson,6001365
DJ Bickel,6001326
DK McAlpine & A Hughes,6001329
DK McAlpine & BJ Day,6001330
DK McAlpine & GA Holloway,6001331
DK McAlpine & KC Khoo,6001332
DK McAlpine & R Lossin,6001333
Dk Mcalpine B Day & R De Keyzer,5001934
"DK McAlpine, B Daye & R de Keyzer",6001334
"DK McAlpine, BJ Day & DS Kent",6001335
"DK McAlpine, R de Keyzer & BJ Day",6001336
DK McApine,6001337
DKM  [D.K. McAlpine],6001339
DLWC,6001340
Dodd,6000116
D'Ombrain,6000316
Don Burke,6001369
Don Herbison-Evans,1018236
Don: A.W.S. May,6001371
don: F. Klingworth,6004900
Don: G. Prince,6001372
Don: I.F.B. Common,6001373
Don: K.H.L. Krauss,6001374
Don: N.L.H. Krauss,6001375
Don: R. Dobson,6001376
don: W.L. Morgan,6004901
Dott,6001378
Doug,6001379
Doug Hilton,1018037
Dr A C Burstal,6001380
Dr A. J. Brandon,6000347
Dr A.B.K. Watkins,6001381
Dr A.J. Brandon,6001382
Dr Alan York,1020589
Dr Alfred F. Newton,1020198
Dr Alice Wells,1020475
"Dr Anderson, H. Wright & T.G. Campbell",6001383
Dr Axel Kallies,1002949
Dr B. L. Middleton,6001405
Dr Bancroft,5001967
Dr Brian Cantrell,6000617
Dr C. Anderson,6000696
Dr Caro,6001385
Dr Chris J. Burwell,1004168
Dr Chris Reid,10001145
Dr Christopher A. M. Reid,6000783
Dr Christopher H. Watts,6004830
Dr Claire H. Baker,1018943
Dr Courtenay Neville Smithers,5001148
Dr D. C. F. Rentz,6000974
Dr D. J. Bickel,5001565
Dr D. P. Sands,1004142
Dr Dan J. Bickel,5001744
Dr Daniel J. Bickel,1002727
Dr David C. Rentz,6001115
Dr David R. Britton,4006493
Dr Dimitri Forero,1018398
Dr E. C. Chisholm,6001411
Dr E.M. Ferguson,6001386
Dr Eustace W. Ferguson,1013934
Dr F. N. Waddell,6001412
Dr Ferguson,6001387
Dr Frank L. Carle,1004404
Dr G. Cassis,1014390
Dr G.A. Waterhouse,6001389
Dr Geoff B. Monteith,1003262
Dr Geoff Williams,6001985
Dr Gerasimos A. Cassis,1003778
Dr Gonzalo Giribet,5002012
Dr Greg D. Edgecombe,5008614
Dr Greg Holwell,1020076
Dr H. H. Burton-Bradley,1014683
Dr H. P. Hacker,1019001
Dr H. William Rieger,1024033
Dr Harry E. Parnaby,4000604
Dr Helen M. Smith,5003463
Dr Henry Disney,1019919
Dr Howitt,1005202
Dr Ian Oliver,1008123
Dr Igor G. Pljushtch,1020326
Dr J. M. Cumming,1020353
Dr Janette Norman,1006555
Dr Jeff M. Leis,5004049
Dr Jeffrey M. Webb,1021813
Dr John Cooley,1018796
Dr John R Gollan,1020514
Dr K. K. Spence,6003021
Dr Karl Kjer,1008254
Dr Keith A.J. Wise,6002706
Dr Lance Wilkie,1008119
Dr Les Christidis,1018591
Dr Lyn Cook,1017687
Dr M. Moulds,1020232
Dr Maileret,6001394
Dr Margaret Humphrey,5005618
Dr Michael F. Braby,6003269
Dr Michael Gray,1009685
Dr Michael R. Gray,5002068
Dr Mike R. Gray,5005723
Dr Murray J. Fletcher,6003417
Dr Paul Flemons,5008645
Dr Peter H. Weston,1023625
Dr R. Seddon,6001421
Dr R. W. Taylor,1020109
Dr Ramsay (Museum),6001395
Dr Randall T. Schuh,1003971
Dr Ros St Clair,1019834
Dr Schwetz,1024808
Dr Shane F. McEvey,1004451
Dr Sinnamon,6001396
Dr Sylvie Aulard,1019184
Dr Thomas J. Henry,1020480
Dr Thomas Trnski,1015734
Dr Thompson,6001397
Dr Tim Kingston,1000969
Dr V. Framenau,6004629
Dr W. A. Lamborn,1024815
Dr W. Blaxland,6001423
Dr Walter E. Boles,5008247
Dr William M. Wheeler,6002424
Dr Winston F. Ponder,1004201
Dr Winston Frank Ponder,10005823
Dr Wojciech Jerzy Pulawski,1016621
Dr Wolfgang Zeidler,10007733
Dr Zerina Johanson,5008612
"Dr, T. P. Lucas :G. A. Waterhouse collection.",6001400
Dr. A.J. Brandon,6001401
Dr. B. L. Middleton.,6001403
Dr. B. Middleton,6001404
Dr. Bancroft,6000638
Dr. Basedow,6001407
Dr. C. Anderson,6001408
Dr. Christine L. Lambkin,1006850
Dr. Christine Lambkin,1022020
Dr. Courtney N. Smithers,6000865
Dr. D. K. McAlpine,6001276
Dr. D. R. Brown,6001410
Dr. David K. McAlpine,6001068
Dr. David Marshall,1008067
Dr. D'Ombrain,6001409
Dr. E. MjÖberg,6001502
Dr. G. Anderson,6001388
Dr. G.A. Waterhouse,6001413
Dr. Grairt,6001414
Dr. H. Basedow,6002246
Dr. H.D. Lane,6001416
Dr. Harvey Johnston,6001391
Dr. Ian D. Naumann,1004197
Dr. J. F. Illingworth,6002762
Dr. J. G. Brooks,6001418
Dr. J.G. Brookes,6001417
Dr. Kenneth K. Spence,6001419
Dr. Kirkwood,6001420
Dr. M. Zabka,5002175
Dr. Martin Baehr,1003165
Dr. Max S. Moulds,6003460
Dr. Michael A. Wall,1006960
Dr. Michael D. Schwartz,1008082
Dr. Robert W. Taylor,5007525
Dr. Seventy,1012662
Dr. Sleine,6001422
Dr. W. E. Paradice,6001398
Dr. W.E.J. Paradise,6001425
Dr. Waterhouse,6001426
Dr.B.L. Middleton,6001428
DS Kent,6001342
du Boulay,6004904
du Bouley,6004903
Ducker,6001430
Dudley Best,1015093
Dumbrell,6001432
Dungog Chronicle,6001433
Duquet,6001434
E A Sugden,6001435
E Baker,6001436
E Garratt,6001437
E I Schlinger & M E Irwin,6001438
E J Ryce,6001439
E J. Damigan,1024956
E L Troughton,2002714
E Le G Troughton,5002283
E Pope,6001441
E Sugden,6001442
E Tasker,5002365
E Troughtare & A Livingston,6001443
E W. Fischer,1025051
E Williams,6001446
E. A. Olive,1004443
E. A. Sugden,6001447
E. Adams,6001448
E. Allan,6001449
E. Allen,6001450
E. Anderson,6001451
E. Ashby,6001452
"E. Austwick, pres: A.W. May",6001453
E. Baker,6001454
E. Barnard,6001455
E. Barnett,6001456
E. Bolton,6001457
E. C. Howie,6001458
E. Cameron,1008083
E. Carnaby,1012400
"E. Cheel, Health Dept.",6001459
E. Collett,6001460
E. Corbet,6001461
E. D. Edwards,6001535
E. D. Frizelle,6001536
E. D. Watson,1025111
E. de Keyzer,6001522
E. du Bouley,6001523
E. E. Adams,6001538
E. E. Taylor,1017353
E. Eastman,6001462
E. Eastwood,6001463
E. F. Riek,1000018
E. Fearby,6001466
E. Felton,6001467
E. Fiegel,6001468
E. Fischer,6001595
E. Fitzgerald,6001469
E. Froughton,6001470
E. Garrett,6001471
E. H. Dunlop,1006884
E. H. Zeck,6001473
E. Harris,6001475
E. Hassan,1025598
E. Heaton,6001546
E. Hopson,6001476
E. Hosie,6001477
E. Hoskin,5002379
E. Hoskins & L.C. Haines,6001478
E. Howard,6001479
E. Hutton,1004356
E. J. Dumigan,6001552
E. J. Richards,1021756
E. Jarvis,1003429
E. Jarvis & Lyell,6001481
E. Jefferys,6001482
E. Jenkins,6001483
E. L. Savage,6001485
E. L. Talbot,6001486
E. Le G Troughton,5002283
E. Le G Troughton & H.O. Fletcher,6001487
E. Le G. Throughton & A. Musgrave,6001488
E. le G. Troughton,4001507
E. Le G. Troughton & H.O. Fletcher,6001490
E. Le G. Troughton and H.O Fletcher,6001492
E. Le G. Troughton and H.O. Fletcher,6001493
E. Le G. Troughton Scientific Surrey Party,6001491
E. leG. Troughton,4006449
E. LeG. Troughton & H.O. Fletcher,6001495
E. LeG.Troughton & H.O. Fletcher,6001496
E. Lowe,1020826
E. Lowry,1007683
E. Lyell,6001498
E. M. Exley,6001499
E. Meyrick,1003455
E. Mitchell,6001501
E. MjÖberg,6001502
E. Noffz,1021767
E. O. Edwards,6001565
E. O. Pockley,1008127
E. P. Jones,6001570
E. P. Ramsay,6001571
E. Pethybridge,1018592
E. Pettit,1025313
E. Pope,6001503
E. R. Carter,1022857
E. Reid,1024909
E. Reilly,6001504
E. Reye,1025260
E. Riek,1000018
E. Rogers,1008068
E. S. Adams,6001576
E. S. Hoskin,6001578
E. S.S. Smith,6001583
E. Saunders,6001505
E. Schmidt,6001506
E. Shaw,6001507
E. Shaw:A.H. Elston,6001508
E. Shipp,1008131
E. Sugden,6001509
E. Sulton,6001510
E. Suttoa,6001511
E. Sutton,1014048
E. T. HILL,3002297
E. T. Smith,1024725
E. Tasker,1011571
E. Tovey,1023704
E. Troughton,6001584
E. Troughton Mt Kosciusko Scien. Survey pty,6001515
E. Turak,6001445
E. W. Diehl,1008091
E. W. Ferguson,6001588
E. W. Handley,1008038
E. W. Young,1019741
E. Warwick,6001516
E. Webb,6001517
E. Welling,6001518
E. Wilson,6001519
E. Witchard,6001520
E. Wood,6001521
E.A. Anderson,6001525
E.A. Olive,1004443
E.A. Sudgen,6001527
"E.A. Sudgen, R. Genest & Z. Babankova",6001528
E.A. Sugden,6001529
E.A. Sugden & R. Genest & Z. Babankova,6001530
E.B. Miller,6001532
E.C. Chisholm,6001411
E.C. Chisholm  :G.A. Waterhouse collection,6001533
E.C. Corbet,6001534
E.C. Pope,1010342
E.D. Edwards,6001535
E.D. Frizelle,6001536
E.D. McAlpine,6001537
E.D. Watson,1025111
E.E. Adams,6001538
E.E. Chase,1010343
E.E. Taylor,1017353
E.F. Ramsey,6001540
E.F. Riek,6001541
E.G. Matthews,6001544
E.H. Bourne,6001545
E.H. Dunlop,1006884
E.H. Rainford,6001547
E.H. Zeck,6001473
E.H.P.R. & Ruth Brown,6001549
E.H.Z.,6001550
E.H.Zeck,6001551
E.J. Damigan,1024956
E.J. Dumigan,6001552
E.J. Dummigan,6001553
E.J. Dummingan,6001554
E.J. Richards,1021756
E.J. Wason,6001555
E.J.H.,6001556
E.L. Savage,6001557
E.L. Troughton,2002714
E.l.G. Troughton,4001507
E.L.Troughton,6001558
E.Le G. Troughton,6001489
E.leG. Troughton & A. Musgrave,6001589
E.LeG. Troughton & H.O. Fletcher,6001559
E.M. Exley,6001560
E.M. Russell,6001563
E.N. McKie,6001564
E.O. Edwards,6001565
E.O. Pockley,1008127
E.O.E Edwards,6001566
E.O.E. Edwards,6001567
E.O.E.Edwards,6001568
E.P.,6001569
E.P. Jones,6001570
E.P. Ramsay,6001571
E.P. Ramsey,6001572
E.P. Roomsay,6001573
E.R. Carter,1022857
E.R. Schmidt,6001575
E.S. Adams,6001576
E.S. Hasken & L.C. Haines,6001577
E.S. Hoskin,6001578
E.S. Hoskin & Haines,6001579
E.S. Hoskin & L.C. Haines,6001580
E.S. Ross & D.Q. Cavagnaro,6001582
E.S. Smith,6001583
E.T. HILL,3002297
E.T. Smith,1024725
E.Troughton & Mt. Koscuisko Scien.Survy party,6001585
E.W. Diehl,1008091
E.W. Ferguson,1013934
E.W. Fischer,1025051
E.W. Handley,1008038
E.W. Lane,1023756
E.W. Young,1019741
Earthwatch-Qld Museum,6001591
Edmund Jarvis,1025595
Edward Meyrick,1003455
Egan,6001594
Ejnar Fischer,6001595
Elder Explr. Expedition,2002813
Elisa Lowry,6001596
Elizabeth Cameron,1008083
Elizabeth Tasker,6001513
Ella Pratt,6001597
Ellershaw,1014878
Ellis,6001599
Ellis Le G. Troughton,6001489
Elston & Kemp,6001601
Emily Pettit,1025313
Emma Pethybridge,1018592
Enfield,6001602
Eren Turak,6001603
Eric Glasswell Matthews,6001544
et. al.,1019544
Evans,5002473
Ewan Reid,1024909
ex C. French,6004905
ex. Coles,6004906
ex. coll. Rev. G. Brown,6004910
ex. French coll.,6004907
ex. Potter,6004908
ex. V. Lindsay,6004909
"exch: CSIRO,    T.G. Campbell",6004911
"exch: CSIRO,  Mackerras",6004912
"exch: CSIRO, A.D. Gill",6004913
exch: CSIRO. I.F.B. Common,6004914
exch: J.A. Perkins,6004915
exch: SAMA : G.P. Hill,6004916
"exch: Uni of Queensland, : H.G. Greening",6004917
F E Vollo,6001609
F Evans,5002601
F Gay,6001611
F H Roberts,6001612
F J Christie,6001614
F Omer-Cooper,6001615
F. & M. Jowett,6001617
F. A. Long,1022855
F. A. McNeil,6001662
F. A. McNeill,5002614
F. A. Perkins,1004292
F. Armitage,1004331
F. Bailey,1017951
F. Begg,1018879
F. Bradshaw,5002492
F. Byrne,1006386
F. C. Wiburd,6001670
F. Christie,1008069
F. Christie & M. Elliott,6001620
"F. Christie, P. Flemons & M. Elliott",5002579
F. Dodd,6001621
F. Douglas,1012823
F. Douglas & J. Noelker,6001622
F. Drummond,1023109
F. E. Parsons,1003104
F. E. Wilson,6001674
F. Evans,10002139
F. Fricke,6001624
F. G. Hamilton,1024812
F. G. Salter,6001625
F. Gallaway,6001650
F. Gibson,6001626
F. H. Brown,6001627
F. H. du Boulay,6001695
F. H. Rodda,5002640
F. H. Taylor,6001688
F. H. Uther Baker,6001694
F. Hallgarten,6001629
F. Hasemen,1016636
F. Hasemer,6001630
F. Hine,6001631
F. Illingworth,6001632
F. J. Dodd,6001633
F. Johnson,1010798
F. King,6001634
F. L. Berney,6001703
F. L. Priestly,6001635
F. L. Whitlock,6001704
F. Laurensen,1022909
F. Laurenson,1022475
F. M. Angel,1003096
F. M. Littler,6001636
F. M. Snyder,1024980
F. M_ller,1023176
F. May,6001637
F. McCarthy,1008117
F. McGuire,6001639
F. Mills,6001640
F. Musgrave,6001642
F. Myers,1025254
F. N. Ratclffe,6001712
F. N. Ratcliffe,6001713
F. Noakes,6001643
F. Omar-Cooper,6001644
F. Omer-Cooper,6001645
F. P. D.,1012837
F. P. DODD,3002564
F. P. Spry,1003528
F. Paul,6001647
F. R. Morris,1006869
F. R. Wylie,1013988
F. R. Zeitz,1023588
F. Ray,6003595
F. Roehmer,1010797
F. Rost,6001648
F. S. Paul,6001649
F. Sattler,6001651
F. Secker,1024726
F. Shepherd,6001652
F. Smith,6001653
F. Stellar,1023060
F. Sullivan,6001655
F. T. Fricke,6001737
F. Taylor,6001656
F. Thomas,1014270
F. W. Barrett,1007096
F. W. Hill,6001657
F. W. Shephard,1025408
F. W. Shepherd,6001658
F. X. W,6001659
F.A. Cudmore,6001660
F.A. Gibson,6001661
F.A. Long,1022855
F.A. McNeil,6001662
F.A. McNeil :Waterhouse collection,6001663
F.A. McNeill,5002614
F.A. McNeill :Waterhouse collection,6001665
F.A. Murphy,6001666
F.A. NcNeil :Waterhouse collection,6001667
F.A. Perkins,1004292
F.A.A. Skuse,6004422
F.A.G. Muir,6001641
F.A.McNeill,6001669
F.C. Wiburd,6001670
